Id,Label,Minute,NumConfirmPresses,NumBreakPresses,PercentageOfMovement,PercentageOfRoll,PercentageOfThruster,AverageThrusterIntensity,hue_0,hue_1,hue_2,hue_3,hue_4,hue_5,hue_6,hue_7,hue_8,hue_9,hue_10,hue_11,hue_12,hue_13,hue_14,hue_15,hue_16,hue_17,hue_18,hue_19,hue_20,hue_21,hue_22,hue_23,hue_24,hue_25,hue_26,hue_27,hue_28,hue_29,hue_30,hue_31,sat_0,sat_1,sat_2,sat_3,sat_4,sat_5,sat_6,sat_7,sat_8,sat_9,sat_10,sat_11,sat_12,sat_13,sat_14,sat_15,sat_16,sat_17,sat_18,sat_19,sat_20,sat_21,sat_22,sat_23,sat_24,sat_25,sat_26,sat_27,sat_28,sat_29,sat_30,sat_31,bright_0,bright_1,bright_2,bright_3,bright_4,bright_5,bright_6,bright_7,bright_8,bright_9,bright_10,bright_11,bright_12,bright_13,bright_14,bright_15,bright_16,bright_17,bright_18,bright_19,bright_20,bright_21,bright_22,bright_23,bright_24,bright_25,bright_26,bright_27,bright_28,bright_29,bright_30,bright_31,motion_Mean,motion_Std,motion_Skweness,motion_Kurtosis,motion_Max,motion_Min,motion_Var,contrast_Mean,contrast_Std,contrast_Skweness,contrast_Kurtosis,contrast_Max,contrast_Min,contrast_Var,MSSQ
2,0,0,1,0,0.0,0.0,0.0,0.0,202405,25428,12072,89082,286401,155546,6256,420,257,264,428,1591,3101,4864,35333,18296,19559,17428,20681,17271,13946,24590,150701,0,0,0,0,0,0,0,0,0,51469,37895,81080,37893,31443,119179,274226,122808,84007,59616,55804,56971,34849,10093,4910,4575,5504,5666,6878,8290,5793,3431,1454,497,209,111,57,80,45,44,31,1012,43806,309,140,109,103,156,213,349,1488,5152,7123,17567,20993,28040,151809,143950,48525,50740,68362,65473,51792,42147,60268,82620,55795,41480,28821,24062,16752,10298,10964,26514,0.0920575680832068,1.1920588126289071,-0.2766211933506214,2.0952766848543947,3.9551442,-4.3379908,1.4210042127662403,38.806247845382586,7.032456363729954,-4.218001495337904,20.294816941341644,46.82665735550884,0.0,49.45544250776594,18.0
2,0,1,5,0,14.07,1.7,33.61,0.95,283144,98502,42244,34304,41252,26622,13625,7369,1135,913,1351,9467,20600,87857,166617,98932,59279,14116,17641,15111,13491,19520,32828,0,0,0,0,0,0,0,0,0,162429,62154,56633,73169,77796,83745,89359,67215,84525,65411,38552,31634,38028,76525,36363,9249,6883,4531,4544,4440,5637,5257,3784,4920,1233,1480,1450,1929,948,778,989,4330,153193,7880,15914,28535,31222,22443,14394,7232,13466,27797,17631,21389,22969,31137,43056,69967,32226,33460,44890,66829,77955,73144,55804,45557,33414,27774,24961,15845,9242,8366,7939,20289,0.0452077351510524,1.1794041395187378,0.3269221122949766,1.993894001853021,4.2292385,-3.5195045,1.3909941911697388,36.61225534263768,15.393496467776211,-1.6006213481991856,1.3951285899691328,55.56876345139351,0.1142917609591493,236.9597335034388,18.0
2,0,2,0,0,52.41,4.23,93.66,0.96,198381,220994,33460,11319,1703,4682,21814,16606,3038,1639,2226,9758,29821,61620,290272,86574,23805,8780,15259,10397,13620,22102,18050,0,0,0,0,0,0,0,0,0,58201,57987,52293,60088,68968,86371,106512,111429,80375,50400,45625,46667,80397,96893,49800,21781,10411,8293,4579,2828,1492,677,1633,2103,115,2,0,0,0,0,0,0,0,0,0,0,23,706,2683,7747,12553,17322,14810,17098,22153,29857,38214,46198,43491,48454,54500,67668,78157,74595,73107,81149,63483,56489,48865,40681,30799,26748,20260,88110,-0.1534986197948455,1.001172423362732,0.1862167720059862,2.259713683616396,3.5094805,-3.906608,1.002346158027649,45.16077280417741,6.227193678291054,-0.7604315853842085,0.7731436500622295,58.94078967208946,28.015362031476567,38.77794110694807,18.0
2,0,3,0,0,43.16,8.22,65.14,0.97,152678,137491,64055,18204,1395,2690,10802,10007,1877,1338,1889,7613,24287,105706,329318,124785,35791,7984,8702,9680,13380,20677,15571,0,0,0,0,0,0,0,0,0,63058,53791,57069,60056,60576,68812,79548,80054,79761,83006,51620,45950,82391,112414,63293,23985,10485,8590,5702,2227,1768,2073,1243,1577,636,365,285,294,493,2833,1326,639,38488,3728,8746,13036,31786,15005,11490,18568,17056,27786,23558,19460,22310,26098,24188,25531,31375,30788,39417,54626,65003,69214,71433,88711,64767,52504,46570,38429,31985,24735,18123,51406,0.0862875059247016,1.0050954818725586,-0.1250694701809011,-0.1537401300765308,2.7571254,-2.3372016,1.0102168321609497,43.06054193433946,9.696503237740018,-2.9504548957940138,10.31457184404355,58.71982170312344,0.0,94.02217503950264,18.0
2,0,4,1,0,13.84,5.85,15.54,0.7,260985,196100,51246,8655,6538,11079,8928,8495,469,541,1161,12894,10332,149749,127083,147632,48133,5290,4650,3918,8715,19700,13627,0,0,0,0,0,0,0,0,0,118222,13421,22556,33389,39811,47657,51491,49651,78938,135056,76934,57813,47659,40711,27190,30995,32188,38742,50019,42683,15441,9373,5074,4031,2845,3575,5027,2481,3171,11568,4782,3426,116190,9604,23203,38906,82081,44973,34132,34212,36466,67206,62188,63360,50900,57476,38179,36184,57163,35240,41973,29779,21160,23176,31361,20235,13039,8740,6656,4877,2573,1776,2116,10796,-0.0244038272649049,1.2888017892837524,-0.3443785735228659,0.99284850066786,3.1244135,-4.0154667,1.6610100269317627,36.33559600938984,14.786292541052,-1.2616817617062468,1.1544312252792253,66.49812183650951,0.1170298579607827,218.63444710957003,18.0
2,0,5,1,0,16.96,0.0,52.09,0.98,177100,29015,18649,28488,49151,36738,31516,22192,9745,4668,7378,12374,31517,110868,304760,114269,42322,12374,9807,8352,14140,19836,10661,0,0,0,0,0,0,0,0,0,163859,104710,109568,89768,69299,57551,98690,139015,81508,74526,30156,19776,11393,7908,6560,7614,5740,3836,4485,2003,1578,1625,668,711,510,667,810,1682,1361,4543,1720,2080,121613,5525,12362,19303,52229,20611,10194,10643,15133,42845,32580,24548,18358,28396,29888,37438,51809,42896,42582,41989,36348,31161,28813,21750,23302,58200,73520,64416,36503,23532,16550,30883,-0.0343856252729892,1.325424313545227,-0.4176021785881711,1.1774276954610388,3.7552922,-4.038363,1.7567495107650757,34.28636860253542,13.133776667442374,-1.765284015713014,2.170426926231399,51.16977061363574,0.1142917609591493,172.4960895502537,18.0
2,0,6,0,0,36.0,8.09,98.94,1.0,65959,35884,11409,34463,61083,43729,40453,15810,11150,5393,10803,19409,46692,112682,358008,72172,39924,15165,17760,15295,23560,34084,15033,0,0,0,0,0,0,0,0,0,113550,291537,179317,77535,52744,47301,107823,147481,43832,9079,7338,5628,3925,3005,3156,4172,3838,2447,1314,632,254,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,325,7453,10611,18865,17694,20837,29806,31085,40362,40734,44504,56431,58402,57449,50009,41604,40159,36285,69873,97151,95873,64097,54734,47871,73703,0.1474721878767013,1.1513314247131348,-0.0778919604471294,0.9502735366301476,3.6997986,-3.5920274,1.32556414604187,40.12288453879863,3.917182315122773,0.4663277611934016,-0.6648173300232889,48.76822921000204,33.231748945862975,15.344317289910608,18.0
2,1,7,0,0,36.0,19.02,100.0,1.0,139517,46908,14106,18462,7906,7708,16867,10873,4612,2675,4171,14238,39821,110555,268170,115485,74237,26549,31237,26711,43303,51820,29989,0,0,0,0,0,0,0,0,0,195158,252352,172900,98592,79054,55257,82484,72679,35850,9418,8880,9009,7421,4385,3901,4473,4021,3154,3642,1891,872,247,107,142,26,5,0,0,0,0,0,0,0,0,0,0,4,209,688,3895,14807,25599,34372,36344,33612,38023,39298,36301,37583,35466,33324,32579,37161,39875,41002,41263,45161,65487,67814,56407,45728,47685,50940,165293,0.0456594303250312,0.9847164154052734,-0.7247389988103622,1.0075086331493948,2.0661614,-3.6727295,0.9696664214134216,51.607745114925,9.40797846328961,-0.9072187459991532,-0.1717942111189163,64.55726295178636,27.70940786587065,88.51005876572111,18.0
2,0,8,1,0,29.71,7.03,59.98,1.0,116545,36212,18697,21093,18050,8683,12103,7529,5027,3232,5279,14482,41720,194616,261401,169558,67078,14635,14065,10608,19961,26840,18506,0,0,0,0,0,0,0,0,0,84153,117647,126893,103582,93755,93191,114699,51804,66702,101441,42688,26429,13796,9365,6355,6794,5469,3754,3853,2969,2947,4162,955,1099,394,634,647,892,1782,11314,4438,1317,33119,6486,17258,30379,54375,38059,24556,33198,34714,64112,51191,41178,45511,55486,38548,40435,66685,40098,46500,42733,36345,32752,23282,17438,13268,10687,8496,11748,16030,24210,27391,79652,0.0617896057665348,1.6768568754196167,-0.1171107675953241,0.3490644879281319,3.9261975,-4.804607,2.8118488788604736,47.38813389504962,12.060808408412097,-1.6668592865835974,4.266360386401299,64.62554810582573,0.0,145.46309946442392,18.0
2,1,9,0,0,44.55,8.32,75.88,0.96,302862,121941,30498,6182,3368,8553,23533,14436,1479,609,892,8751,54170,24771,16233,86179,65831,54446,30384,33627,48552,84115,84508,0,0,0,0,0,0,0,0,0,69096,18758,60647,79560,91000,110959,138816,177712,112373,68267,43965,29539,23421,22755,11466,8583,9447,10252,7659,3860,2324,630,372,529,665,490,1114,540,198,25,1,897,64798,1271,2006,3892,783,885,153,2415,9865,11198,11655,15730,25665,30457,39609,44830,62396,88268,98541,111017,108758,73384,48559,36472,30537,24325,18907,16854,15992,15729,21169,69800,-0.0171256568282842,1.0520493984222412,-0.4572454221336405,1.5447245904594291,2.8653994,-3.4552817,1.106807827949524,34.23563532388999,10.107382734436326,-2.1806671656247327,5.216021890575563,50.00817471541405,0.1142917609591493,102.15918574038156,18.0
2,0,10,0,0,63.1,11.03,67.3,0.9,282116,91263,25712,28265,15119,5680,16940,9031,3351,662,1385,17302,65478,51352,39156,66949,42756,25928,21541,25359,61152,112516,96907,0,0,0,0,0,0,0,0,0,37252,25212,67955,71445,98248,111458,114523,118577,114031,107575,67650,48199,36114,26439,16682,10479,7921,6801,5414,3020,3434,1477,575,557,510,475,205,157,353,2124,840,218,28219,1872,5379,7100,18224,8064,4725,6098,10155,23503,29862,37192,40176,49607,52218,59111,66687,69860,68723,63147,66498,57087,38852,30578,25589,22968,21979,20807,21221,18183,25614,106622,0.1079258248209953,1.0066642761230469,0.0413745593913304,0.245039791522502,2.488675,-2.787135,1.0133728981018066,42.95876189539425,9.880867866153432,-1.9214649542666773,6.607543647289935,58.5536576340885,0.0,97.63154978838348,18.0
2,1,11,1,0,21.29,0.0,40.18,0.93,100227,41262,45318,75979,111312,97513,30535,14788,3458,2215,2535,8675,11839,134197,199101,139100,38411,6498,6178,6867,8750,12705,8457,0,0,0,0,0,0,0,0,0,74926,21922,40444,64558,106348,120351,74612,64263,86008,122205,63276,50260,40405,37398,33188,27550,18107,12135,9571,6410,4279,3574,1189,1111,551,786,902,1224,2494,10361,3814,1698,67211,5143,13098,24121,53871,28423,15119,16959,15216,44961,41252,25656,25410,40328,24031,31652,62513,40831,50073,45594,44023,36664,32715,39348,60128,49781,36681,28989,25812,17629,16106,46582,0.0703610479831695,1.1036432981491089,0.3173290798963717,1.983388481051933,3.7332103,-3.3224657,1.218028545379639,37.773673188633374,11.681081655449448,-1.7402424101778085,4.342489675839989,67.2067612746218,0.1170298579607827,136.44766864127757,18.0
2,1,12,0,0,55.14,3.04,76.17,0.94,83937,68893,52756,159331,225152,129333,36763,12034,5042,2948,4040,7439,14865,42008,172660,32007,11367,3454,5065,4849,6862,13113,12002,0,0,0,0,0,0,0,0,0,46631,24603,41124,48199,74543,130199,118844,77319,53961,61089,52386,57675,59239,55614,50926,45942,38868,27683,16501,11535,4485,2205,1474,300,78,114,165,197,397,2334,1047,243,37318,565,2869,4223,6946,3547,2744,5231,6333,15680,18170,16607,23202,30449,38023,50208,68368,71122,75887,60544,48897,58920,77239,64573,61522,47484,43848,37668,32161,24990,19221,51361,-0.223602756857872,1.0696526765823364,-0.0405594116279759,0.5734222031106504,2.8225737,-3.274715,1.144156813621521,37.10351555043113,9.413690404044324,-1.9291567163671155,5.540800184264063,52.67564705568828,0.0,88.6175670231962,18.0
2,1,13,1,0,16.13,1.57,39.17,0.98,184228,40164,18729,86168,66103,11138,8455,8405,2102,901,1232,7240,16442,113325,281668,154616,47718,6909,6959,5949,10657,16404,10408,0,0,0,0,0,0,0,0,0,142966,24487,36259,46552,53569,64309,70667,61069,82992,126037,68572,52135,57337,81077,58911,27624,8223,5591,5001,2557,1852,2817,1105,1494,578,1364,1153,1720,1414,7453,2993,6042,140979,7983,16367,28133,64199,33228,19935,23316,21254,45682,41518,37281,44759,54661,41958,37995,52174,31513,47913,55585,52846,46850,35996,25678,19972,17791,12948,9276,7028,6654,4576,19872,-0.068881407380104,1.3036874532699585,0.292924670324661,1.936496569592701,4.8479276,-3.1956275,1.6996010541915894,35.49253934442355,14.968511178803215,-1.468577021460446,1.033724967063132,52.20172254530092,0.1142917609591493,224.0563269099568,18.0
2,1,14,0,0,55.98,5.49,95.96,0.94,80609,53161,36543,155790,201326,23449,18618,18254,4354,1830,2959,59617,52606,19416,260170,50925,10111,4171,5910,4422,8278,16940,16461,0,0,0,0,0,0,0,0,0,29299,34271,42888,53401,64826,68499,72673,76925,84040,98251,101552,86089,105546,98454,46711,14080,7231,7310,5479,2592,1508,1512,1780,788,202,12,1,0,0,0,0,0,0,0,0,0,18,2854,7722,12598,9604,11173,20998,30292,39109,51609,55676,54568,52046,51514,59160,86900,76268,68250,63296,56881,47049,40280,34304,32104,26097,20279,18298,76973,0.184118315577507,1.0802884101867676,0.2581901031317021,0.3493467467389974,3.5682042,-3.068257,1.167022943496704,42.29819569372483,7.6275763830681536,-0.0138411207334898,-0.4825212433588208,60.50520956849844,28.45288565487149,58.179921479539054,18.0
2,1,15,0,0,68.06,7.7,87.76,0.91,84347,54775,52705,215105,120150,16418,16049,15374,3506,1730,3301,58506,50972,21821,287831,36639,8957,3900,6670,4374,8063,17698,17029,0,0,0,0,0,0,0,0,0,27128,35760,40415,53206,58198,65850,70872,79056,88386,97244,91951,64432,73097,108958,79556,40432,13178,10403,4701,1106,339,355,528,605,144,20,0,0,0,0,0,0,0,0,0,0,18,3145,7189,11805,14276,16002,23793,34359,46718,50957,53672,53715,55165,64901,72215,94355,94692,72534,58161,45318,36525,31764,26125,26561,18901,15387,15247,62420,-0.0735724121332168,1.1296895742416382,-0.2278992051306938,1.473369022471866,3.041219,-4.5151086,1.2761985063552856,42.35629562485097,9.83817050647058,-0.1437710573778765,-1.0183133386716905,61.51648104906354,23.8306009798212,96.78959891438755,18.0
2,1,16,0,0,42.51,6.18,50.68,0.9,120096,46450,12497,90491,104032,12642,8744,7194,2028,1511,2528,33553,43870,116980,244442,152486,40972,7015,10895,5735,9273,18491,13995,0,0,0,0,0,0,0,0,0,84910,34572,47487,60971,66897,75761,88510,60851,79213,127084,76460,58664,65977,74529,41577,19993,8469,6039,4564,3684,2443,2341,995,995,311,486,420,685,1229,6580,2273,950,39527,5261,11732,19277,49948,19782,14446,19356,20280,40458,33081,26469,31236,42432,29075,28736,43737,34120,43070,57499,58030,55131,47903,41800,35876,32496,30293,27088,25781,23137,20532,98331,0.1300974935293197,1.4322129487991333,-0.4075764092136563,0.9980467294531176,4.538579,-4.2099357,2.051234006881714,47.53952451931135,11.798865761543068,-2.123070652254304,6.28170044809918,61.55761540520625,0.0441509943572551,139.21323325891328,18.0
